base_rank,base_cfg_id,indicator,lambda_de_lever,cagr,sharpe,max_drawdown,calmar,sortino,volatility,n_switches,mean_position,delta_cagr,delta_mdd,effectiveness
3,EMA_N100_th5_bL3_sL0,vix,0.0,0.2674114834118788,0.8344556884423305,0.6275702829883345,0.4261060325204238,1.1730382989861652,0.36438205522325995,32,1.0,0.0,0.0,0.0
3,EMA_N100_th5_bL3_sL0,vix,0.3,0.2482377220907075,0.8286878900742727,0.6035153404078681,0.4113196558068322,1.1624524946122126,0.33654423289693164,32,0.9572199187456444,-0.019173761321171323,0.024054942580466365,1.25457609373208
3,EMA_N100_th5_bL3_sL0,vix,0.5,0.2341036116175983,0.8181971716886177,0.5868681523634302,0.3989032471345026,1.146364916784939,0.32035036748846063,32,0.9286998645760738,-0.03330787179428052,0.040702130624904354,1.2219973367344816
3,EMA_N100_th5_bL3_sL0,vix,0.7,0.21894703167240426,0.8006742724630728,0.5697273410079018,0.3843014296717201,1.1208475980860833,0.3064034994233278,32,0.9001798104065034,-0.04846445173947456,0.057842941980432716,1.1935127687273377
3,EMA_N100_th5_bL3_sL0,composite,0.0,0.2674114834118788,0.8344556884423305,0.6275702829883345,0.4261060325204238,1.1730382989861652,0.36438205522325995,32,1.0,0.0,0.0,0.0
3,EMA_N100_th5_bL3_sL0,composite,0.3,0.25021927629271423,0.8376052111395511,0.590065353246352,0.4240534966442061,1.1760306636897948,0.33374527597102327,32,0.9318231353964944,-0.017192207119164582,0.037504929741982496,2.1815075564192576
3,EMA_N100_th5_bL3_sL0,composite,0.5,0.23768241625006192,0.8364586547956744,0.5632893341988036,0.42195440570187664,1.1733769738295166,0.3146649069107728,32,0.8863718923274907,-0.02972906716181689,0.06428094878953095,2.16222555654526
3,EMA_N100_th5_bL3_sL0,composite,0.7,0.22432449647836394,0.8314538651356482,0.5350208515318621,0.4192817828241312,1.1652742377114,0.2969035294642246,32,0.8409206492584869,-0.04308698693351487,0.09254943145647243,2.1479671251851586
4,SMA_N200_th2_bL3_sL0,ebp,0.0,0.24709671569284297,0.7915244722309769,0.5756035213286743,0.4292828423329758,1.1062814262138925,0.36339397154626896,56,1.0,0.0,0.0,0.0
4,SMA_N200_th2_bL3_sL0,ebp,0.3,0.24647667973089127,0.811697667471155,0.5686626622969563,0.4334321489216763,1.1336662172967056,0.34611064774401107,56,0.9641209688918251,-0.0006200359619517037,0.0069408590317180385,6.9408590317180385
4,SMA_N200_th2_bL3_sL0,ebp,0.5,0.24517171580585928,0.822364630665608,0.5642972093234807,0.434472671058906,1.1481176353153109,0.3361913330149949,56,0.9402016148197085,-0.0019249998869836915,0.011306312005193608,5.873409178693315
4,SMA_N200_th2_bL3_sL0,ebp,0.7,0.24316015911836786,0.8300665524462194,0.5601406625103892,0.43410552990135376,1.1585355090956795,0.32769242002747584,56,0.9162822607475919,-0.003936556574475114,0.01546285881828513,3.928016408692638
4,SMA_N200_th2_bL3_sL0,term_spread,0.0,0.24709671569284297,0.7915244722309769,0.5756035213286743,0.4292828423329758,1.1062814262138925,0.36339397154626896,56,1.0,0.0,0.0,0.0
4,SMA_N200_th2_bL3_sL0,term_spread,0.3,0.22014340910016017,0.7714629590317093,0.5236548817149668,0.42039789332086763,1.0788360215938444,0.32858576789435273,56,0.8986617866097152,-0.026953306592682802,0.05194863961370755,1.927356832271199
4,SMA_N200_th2_bL3_sL0,term_spread,0.5,0.200729871821546,0.7495803980939685,0.5036099071016354,0.3985820552593616,1.0486824103422698,0.3078114558746723,56,0.8311029776828587,-0.04636684387129697,0.07199361422703887,1.552696026213808
4,SMA_N200_th2_bL3_sL0,term_spread,0.7,0.18024655692284286,0.7184243019514716,0.5036099071016354,0.3579090768094572,1.0055585883053768,0.28947673109672456,56,0.7635441687560022,-0.06685015877000011,0.07199361422703887,1.0769400634445008
4,SMA_N200_th2_bL3_sL0,cape,0.0,0.24709671569284297,0.7915244722309769,0.5756035213286743,0.4292828423329758,1.1062814262138925,0.36339397154626896,56,1.0,0.0,0.0,0.0
4,SMA_N200_th2_bL3_sL0,cape,0.3,0.23301344218709086,0.8142323902586085,0.5555507190184795,0.4194278473777658,1.1396859694674815,0.3212829753001172,56,0.9045333622323976,-0.014083273505752114,0.020052802310194795,1.4238736684340123
